antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'weight_WEIGHT_LOW'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.3319467554076539,0.6821963394342762,0.26206322795341097,0.7894736842105263,1.157252888318357,1.0,0.03561036652722446,1.5095673876871885,0.20340390203403907,0.34845132743362833,0.3375585560760542,0.5868100128369704
"frozenset({'height_w_shoes_HEIGHT_W_SHOES_MED', 'wingspan_WINGSPAN_MED'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.13810316139767054,0.6821963394342762,0.10815307820299501,0.783132530120482,1.1479576843961212,1.0,0.013939607033203141,1.4654279903863938,0.14953964953964977,0.1518691588785047,0.3176055005361765,0.47083455774316785
frozenset({'lane_agility_time_LANE_AGILITY_TIME_MED'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.3227953410981697,0.6821963394342762,0.25207986688851913,0.7809278350515464,1.1447259240633645,1.0,0.0318700668049092,1.4506802388176572,0.18669164213718678,0.33480662983425413,0.31066821395800737,0.5752200150867488
"frozenset({'wingspan_WINGSPAN_LOW', 'weight_WEIGHT_LOW'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.2437603993344426,0.6821963394342762,0.18718801996672213,0.7679180887372014,1.1256555398318489,1.0,0.020895567841728024,1.3693598903787807,0.14761031658721435,0.2533783783783784,0.2697317870736023,0.5211541663198203
"frozenset({'weight_WEIGHT_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.23960066555740434,0.6821963394342762,0.1821963394342762,0.7604166666666666,1.1146595528455285,1.0,0.018741642464998737,1.3264848441004125,0.13527771949282114,0.24634420697412823,0.24612783595113438,0.5137449186991869
"frozenset({'lane_agility_time_LANE_AGILITY_TIME_LOW', 'weight_WEIGHT_LOW'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.17387687188019968,0.6821963394342762,0.1314475873544093,0.7559808612440191,1.1081573112381842,1.0,0.012829421845454464,1.3023718638869857,0.11814345991561177,0.18140068886337543,0.23217014454269894,0.47433189403664366
"frozenset({'weight_WEIGHT_LOW', 'max_vertical_leap_MAX_VERTICAL_LEAP_HIGH'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.1713810316139767,0.6821963394342762,0.1281198003327787,0.7475728155339806,1.0958323466729814,1.0,0.01120428791725385,1.2589914245488292,0.10553903927397923,0.176605504587156,0.20571341432420082,0.46768884679138056
frozenset({'weight_WEIGHT_MED'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.32196339434276205,0.6821963394342762,0.23876871880199668,0.7416020671834626,1.0870801033591733,1.0,0.019126469749530084,1.2299001663893514,0.11814198071866808,0.31195652173913047,0.18692587632073832,0.5458010335917313
frozenset({'height_w_shoes_HEIGHT_W_SHOES_MED'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.29866888519134777,0.6821963394342762,0.22046589018302828,0.7381615598885793,1.082036823153747,1.0,0.016715070002574745,1.2137395121605834,0.10810447861411403,0.2899343544857768,0.17609998687453512,0.5306661457979482
"frozenset({'wingspan_WINGSPAN_LOW', 'height_w_shoes_HEIGHT_W_SHOES_LOW'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.2562396006655574,0.6821963394342762,0.18635607321131448,0.7272727272727273,1.0660753880266076,1.0,0.011550355619170505,1.1652800887409875,0.08333333333333345,0.24778761061946902,0.141837220371252,0.5002217294900222
frozenset({'wingspan_WINGSPAN_LOW'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.3469217970049917,0.6821963394342762,0.25207986688851913,0.7266187050359711,1.0651166871380944,1.0,0.015411086901752774,1.1624923373325158,0.09361165415904654,0.32441113490364026,0.1397792760555952,0.5480654500789612
"frozenset({'weight_WEIGHT_LOW', 'standing_vertical_leap_STANDING_VERTICAL_LEAP_HIGH'})",frozenset({'bench_press_BENCH_PRESS_LOW'}),0.15391014975041598,0.6821963394342762,0.11064891846921797,0.7189189189189189,1.0538299274884642,1.0,0.005651977707702913,1.1306476385511328,0.060372169361456736,0.15252293577981654,0.11555115324748842,0.4405570204350692
frozenset({'height_w_shoes_HEIGHT_W_SHOES_LOW'}),frozenset({'bench_press_BENCH_PRESS_LOW'}),0.34359400998336104,0.6821963394342762,0.2454242928452579,0.7142857142857143,1.0470383275261326,1.0,0.01102571698306487,1.1123128119800336,0.06844106463878351,0.314498933901919,0.10097232610321635,0.537020905923345
